model,brand,year,title_status,mileage,color,state,condition,price,clase
country,heartland,2010,clean vehicle,1.0,white,pennsylvania,7 days left,2220,0
mpv,jeep,2019,clean vehicle,47798.0,red,florida,22 hours left,6930,0
door,chevrolet,2008,salvage insurance,130623.0,white,california,8 days left,25,0
door,ford,2015,clean vehicle,124542.0,white,georgia,2 days left,3440,0
door,ford,2017,clean vehicle,47129.0,black,michigan,2 days left,50412,1
pickup,ford,1994,salvage insurance,206162.0,white,georgia,2 days left,25,0
pk,ford,2001,salvage insurance,229886.0,red,illinois,17 hours left,950,0
mpv,gmc,2017,clean vehicle,19490.0,gray,virginia,17 hours left,9270,0
mpv,jeep,2019,clean vehicle,12038.0,black,michigan,2 days left,11380,0
mpv,hyundai,2019,clean vehicle,43536.0,blue,florida,22 hours left,5350,0
door,chevrolet,2004,salvage insurance,308451.0,black,south carolina,2 days left,2725,0
door,ford,2015,clean vehicle,100893.0,gray,georgia,2 days left,3790,0
door,ford,2017,clean vehicle,90304.0,white,michigan,20 hours left,40514,1
door,ford,1997,salvage insurance,146912.0,green,wisconsin,2 days left,0,0
door,ford,1998,salvage insurance,131367.0,white,illinois,17 hours left,0,0
mpv,gmc,2017,clean vehicle,31394.0,gray,virginia,17 hours left,9190,0
mpv,infiniti,2019,clean vehicle,25933.0,gray,florida,22 hours left,10330,0
door,acura,2008,salvage insurance,118250.0,gray,michigan,2 days left,1000,0
door,bmw,2013,salvage insurance,46060.0,white,florida,2 days left,2925,0
door,ford,2015,clean vehicle,50593.0,gold,georgia,2 days left,3830,0
door,ford,2017,clean vehicle,62387.0,blue,michigan,2 days left,43402,1
door,gmc,2009,salvage insurance,169634.0,black,michigan,2 days left,1025,0
van,honda,2016,clean vehicle,72527.0,gray,new jersey,2 hours left,17200,0
road/street,harley-davidson,2016,clean vehicle,9502.0,black,virginia,18 hours left,54680,1
door,honda,2010,clean vehicle,217290.0,no_color,pennsylvania,3 days left,6940,0
mpv,infiniti,2019,clean vehicle,17243.0,gray,florida,22 hours left,13080,0
door,chevrolet,2007,salvage insurance,194903.0,gray,virginia,2 days left,25,0
door,ford,2015,clean vehicle,82899.0,white,georgia,2 days left,10630,0
door,ford,2017,clean vehicle,76418.0,white,michigan,2 days left,43009,1
door,gmc,2003,salvage insurance,138441.0,white,michigan,2 days left,25,0
pickup,ford,2006,salvage insurance,240740.0,brown,mississippi,8 days left,4600,0
mpv,honda,2016,clean vehicle,71404.0,black,virginia,17 hours left,4950,0
doors,hyundai,2019,clean vehicle,30382.0,silver,florida,22 hours left,3760,0
door,acura,2009,clean vehicle,179389.0,black,texas,2 hours left,3900,0
coupe,cadillac,2000,salvage insurance,105169.0,white,virginia,9 days left,0,0
door,ford,2015,clean vehicle,82534.0,silver,georgia,2 days left,3830,0
door,ford,2017,clean vehicle,55732.0,white,michigan,20 hours left,53500,1
door,ford,2010,salvage insurance,198596.0,gray,michigan,2 days left,25,0
door,ford,1998,salvage insurance,300021.0,brown,arkansas,17 hours left,25,0
door,honda,2015,clean vehicle,83623.0,silver,virginia,2 days left,6240,0
door,jeep,2014,clean vehicle,108895.0,white,new york,2 days left,4150,0
door,jeep,1999,salvage insurance,226972.0,black,florida,16 hours left,25,0
series,bmw,2020,clean vehicle,7509.0,black,california,7 days left,61200,1
door,buick,2006,salvage insurance,137464.0,blue,virginia,9 days left,0,0
series,bmw,2014,clean vehicle,33542.0,blue,new jersey,2 days left,13500,0
door,ford,2015,clean vehicle,74754.0,black,georgia,2 days left,6490,0
door,ford,2017,clean vehicle,27661.0,black,michigan,2 days left,51502,1
door,ford,2010,salvage insurance,115241.0,white,michigan,2 days left,250,0
door,ford,1984,salvage insurance,41577.0,white,arkansas,17 hours left,25,0
van,honda,2015,clean vehicle,109027.0,gray,virginia,2 days left,8160,0
door,jeep,2014,clean vehicle,72732.0,gray,new york,2 days left,7770,0
door,jeep,2001,salvage insurance,126400.0,green,maryland,16 hours left,200,0
door,audi,2008,salvage insurance,177422.0,black,texas,17 hours left,25,0
door,chevrolet,1995,salvage insurance,274706.0,green,arizona,2 days left,0,0
coupe,bmw,2008,salvage insurance,77984.0,white,georgia,2 days left,1825,0
series,bmw,2017,clean vehicle,23177.0,blue,california,21 hours left,39800,1
door,ford,2015,clean vehicle,26911.0,silver,georgia,2 days left,9210,0
srw,ford,2019,clean vehicle,21527.0,blue,washington,21 hours left,58500,1
door,ford,2014,salvage insurance,56461.0,silver,michigan,2 days left,125,0
door,honda,2015,clean vehicle,95128.0,white,virginia,2 days left,3960,0
doors,hyundai,2014,clean vehicle,122975.0,phantom black,new york,5 days left,5998,0
doors,honda,2014,clean vehicle,162824.0,blue,new york,2 days left,3700,0
wagon,kia,2008,salvage insurance,148463.0,silver,indiana,16 hours left,0,0
door,audi,2005,salvage insurance,181896.0,black,california,19 hours left,0,0
door,bmw,2000,salvage insurance,216657.0,gray,utah,2 days left,0,0
door,gmc,2012,clean vehicle,140339.0,black,utah,19 hours left,5000,0
mpv,infiniti,2019,clean vehicle,26786.0,white,texas,17 hours left,15050,0
doors,hyundai,2019,clean vehicle,35623.0,red,ohio,2 days left,3960,0
nautilus,lincoln,2019,clean vehicle,14541.0,black,california,1 days left,36300,1
gx,lexus,2020,clean vehicle,8186.0,silver,florida,2 days left,55600,1
doors,nissan,2018,clean vehicle,36739.0,gray,california,20 hours left,2630,0
mpv,nissan,2017,clean vehicle,42616.0,blue,new jersey,17 hours left,5690,0
q5,audi,2017,clean vehicle,65833.0,blue,texas,3 days left,19500,0
coupe,chevrolet,2008,salvage insurance,123515.0,yellow,minnesota,2 days left,450,0
door,cadillac,2015,clean vehicle,36122.0,white,wisconsin,2 days left,20400,1
door,chevrolet,2011,clean vehicle,88359.0,brown,florida,22 hours left,4320,0
f-150,ford,2017,clean vehicle,35905.0,gray,michigan,2 days left,33001,1
door,ford,2017,salvage insurance,35747.0,red,arkansas,17 hours left,10000,0
door,ford,2004,salvage insurance,167011.0,red,maryland,16 hours left,0,0
door,gmc,2012,clean vehicle,105020.0,white,utah,19 hours left,5790,0
mpv,infiniti,2019,clean vehicle,11047.0,black,texas,17 hours left,14750,0
doors,hyundai,2019,clean vehicle,31233.0,silver,ohio,2 days left,4010,0
gle,mercedes-benz,2019,clean vehicle,19427.0,white,california,1 days left,40000,1
sportage,kia,2017,clean vehicle,71991.0,silver,new jersey,2 hours left,13000,0
doors,nissan,2018,clean vehicle,29043.0,blue,california,20 hours left,3550,0
doors,nissan,2017,clean vehicle,36064.0,gray,new jersey,17 hours left,3040,0
coupe,chevrolet,2008,salvage insurance,270080.0,yellow,illinois,17 hours left,0,0
5,audi,2015,clean vehicle,47213.0,black,wisconsin,2 days left,36400,1
door,ford,2011,clean vehicle,116480.0,black,florida,23 hours left,4480,0
door,ford,2017,clean vehicle,72084.0,red,michigan,20 hours left,31003,1
pickup,ford,2001,salvage insurance,295780.0,gold,arkansas,17 hours left,75,0
door,gmc,2011,clean vehicle,148035.0,white,utah,19 hours left,8850,0
mpv,infiniti,2019,clean vehicle,11396.0,white,texas,17 hours left,14750,0
mpv,hyundai,2019,clean vehicle,33785.0,silver,ohio,2 days left,4690,0
sport,land,2018,clean vehicle,20103.0,black,california,1 days left,23000,1
discovery,land,2018,clean vehicle,32387.0,black,florida,2 days left,46900,1
doors,mercedes-benz,2018,clean vehicle,48140.0,white,california,20 hours left,10740,0
doors,nissan,2017,clean vehicle,34861.0,gray,new jersey,17 hours left,3160,0
door,chevrolet,2006,salvage insurance,268040.0,silver,texas,17 hours left,0,0
door,chrysler,2011,clean vehicle,114119.0,gold,florida,22 hours left,3450,0
f-150,ford,2017,clean vehicle,34165.0,red,michigan,2 days left,27102,1
door,gmc,2018,salvage insurance,27442.0,black,arkansas,17 hours left,500,0
door,gmc,2011,clean vehicle,144792.0,white,utah,19 hours left,5100,0
mpv,infiniti,2019,clean vehicle,11394.0,beige,texas,17 hours left,15010,0
mpv,jeep,2019,clean vehicle,30546.0,silver,ohio,2 days left,5800,0
sport,land,2018,clean vehicle,23745.0,black,california,1 days left,23200,1
door,hyundai,2015,clean vehicle,88274.0,red,pennsylvania,7 days left,8000,0
doors,nissan,2018,clean vehicle,38349.0,gray,california,20 hours left,3390,0
doors,nissan,2017,clean vehicle,30142.0,white,new jersey,17 hours left,3140,0
door,chevrolet,2007,salvage insurance,267834.0,black,texas,17 hours left,25,0
door,bmw,2014,clean vehicle,44730.0,silver,illinois,21 hours left,15000,0
cab,chevrolet,2011,clean vehicle,92476.0,blue,florida,23 hours left,10440,0
f-150,ford,2017,clean vehicle,25698.0,black,michigan,20 hours left,23911,1
pk,ford,2010,salvage insurance,155242.0,gray,oklahoma,17 hours left,25,0
acadia,gmc,2018,clean vehicle,54332.0,gray,new jersey,2 hours left,21400,1
cab,gmc,2011,clean vehicle,119215.0,white,utah,19 hours left,5380,0
mpv,jeep,2019,clean vehicle,8930.0,red,michigan,2 days left,11000,0
mpv,jeep,2019,clean vehicle,46985.0,silver,ohio,2 days left,4950,0
sport,land,2018,clean vehicle,30220.0,black,california,2 days left,22500,1
ghibli,maserati,2017,clean vehicle,37021.0,black,florida,2 days left,30300,1
doors,nissan,2018,clean vehicle,43152.0,white,california,20 hours left,2630,0
doors,nissan,2017,clean vehicle,34318.0,silver,new jersey,17 hours left,3140,0
door,chevrolet,2011,salvage insurance,88287.0,white,arkansas,17 hours left,2300,0
door,chevrolet,2011,clean vehicle,105486.0,black,florida,22 hours left,4310,0
door,ford,2017,clean vehicle,19850.0,black,michigan,20 hours left,26012,1
door,ford,2014,salvage insurance,116535.0,silver,oklahoma,17 hours left,75,0
1500,gmc,2019,clean vehicle,15777.0,black,pennsylvania,1 days left,48500,1
mpv,gmc,2009,clean vehicle,87448.0,white,utah,19 hours left,3330,0
mpv,jeep,2019,clean vehicle,8395.0,yellow,michigan,2 days left,11200,0
mpv,hyundai,2019,clean vehicle,30121.0,red,ohio,2 days left,4730,0
glc,mercedes-benz,2018,clean vehicle,33687.0,white,california,1 days left,24900,1
e-class,mercedes-benz,2017,clean vehicle,37561.0,blue,florida,2 days left,29400,1
cab,nissan,2018,clean vehicle,32256.0,gray,california,20 hours left,8350,0
truck,peterbilt,2012,salvage insurance,902041.0,gold,florida,17 hours left,475,0
doors,nissan,2017,clean vehicle,25255.0,black,new jersey,17 hours left,3210,0
van,chevrolet,2006,salvage insurance,165327.0,white,arkansas,17 hours left,25,0
cutaway,chevrolet,2006,clean vehicle,118009.0,white,wisconsin,21 hours left,4200,0
utility,chevrolet,2011,clean vehicle,114547.0,black,florida,22 hours left,8430,0
f-150,ford,2017,clean vehicle,18647.0,black,michigan,9 minutes,25503,1
pickup,ford,1996,salvage insurance,252588.0,red,oklahoma,17 hours left,0,0
limited,gmc,2019,clean vehicle,16669.0,black,pennsylvania,1 days left,26000,1
doors,honda,2017,clean vehicle,47970.0,blue,virginia,2 days left,3900,0
mpv,jeep,2019,clean vehicle,12905.0,gray,michigan,2 days left,11200,0
mpv,jeep,2019,clean vehicle,22123.0,silver,ohio,2 days left,8610,0
gle,mercedes-benz,2018,clean vehicle,40780.0,white,california,1 days left,28000,1
sl-class,mercedes-benz,2017,clean vehicle,25302.0,silver,florida,2 days left,84900,1
mpv,lexus,2017,clean vehicle,36596.0,black,california,20 hours left,10840,0
truck,peterbilt,2012,salvage insurance,0.0,blue,florida,17 hours left,100,0
door,ram,2017,clean vehicle,30421.0,white,new jersey,17 hours left,11050,0
door,chevrolet,2012,salvage insurance,134938.0,orange,oklahoma,17 hours left,0,0
door,chevrolet,2005,clean vehicle,135675.0,gray,wisconsin,21 hours left,1000,0
door,dodge,2015,clean vehicle,17355.0,black,georgia,2 days left,3570,0
door,ford,2017,clean vehicle,27773.0,gray,michigan,2 days left,25001,1
door,ford,2010,salvage insurance,86841.0,silver,oklahoma,17 hours left,0,0
mpv,gmc,2017,clean vehicle,58366.0,black,virginia,2 days left,5630,0
mpv,jeep,2019,clean vehicle,11229.0,white,michigan,2 days left,11100,0
mpv,hyundai,2019,clean vehicle,27492.0,white,ohio,2 days left,4650,0
door,lincoln,2005,salvage insurance,89705.0,green,minnesota,17 hours left,0,0
mpv,nissan,2016,clean vehicle,41654.0,blue,california,20 hours left,3820,0
truck,peterbilt,2009,salvage insurance,982486.0,blue,florida,17 hours left,0,0
doors,nissan,2017,clean vehicle,31954.0,gray,new jersey,17 hours left,2900,0
door,chevrolet,2008,salvage insurance,172102.0,blue,texas,17 hours left,50,0
pickup,chevrolet,2004,clean vehicle,173321.0,gray,wisconsin,21 hours left,5100,0
door,dodge,2015,clean vehicle,93423.0,red,georgia,2 days left,4700,0
f-150,ford,2017,clean vehicle,14053.0,red,michigan,2 days left,29502,1
door,ford,2008,salvage insurance,145483.0,red,oklahoma,17 hours left,0,0
door,honda,2017,clean vehicle,25956.0,white,virginia,2 days left,6160,0
mpv,jeep,2019,clean vehicle,12253.0,red,michigan,2 days left,10910,0
doors,hyundai,2019,clean vehicle,34895.0,gray,ohio,2 days left,3440,0
cx-3,mazda,2016,clean vehicle,47753.0,gray,florida,2 days left,16000,0
door,kia,2016,clean vehicle,39408.0,black,california,20 hours left,3810,0
truck,peterbilt,2010,salvage insurance,1017936.0,color:,georgia,17 hours left,1025,0
doors,nissan,2017,clean vehicle,33599.0,white,new jersey,17 hours left,3020,0
door,chevrolet,2003,salvage insurance,194673.0,gray,texas,17 hours left,0,0
pickup,chevrolet,2003,clean vehicle,507985.0,red,wisconsin,21 hours left,2000,0
door,ford,2010,clean vehicle,185983.0,white,florida,22 hours left,3870,0
door,ford,2017,clean vehicle,28464.0,red,michigan,21 hours left,24811,1
door,ford,2007,salvage insurance,154989.0,blue,oklahoma,17 hours left,75,0
doors,honda,2017,clean vehicle,16702.0,black,virginia,2 days left,5420,0
mpv,jeep,2019,clean vehicle,11449.0,yellow,michigan,2 days left,11100,0
mpv,hyundai,2019,clean vehicle,25847.0,gray,ohio,2 days left,4750,0
door,mercedes-benz,2015,clean vehicle,49772.0,gray,florida,2 days left,17900,0
door,nissan,2015,clean vehicle,83915.0,black,california,20 hours left,3800,0
doors,nissan,2017,clean vehicle,40306.0,silver,new jersey,17 hours left,3160,0
pickup,chevrolet,2010,salvage insurance,149189.0,white,colorado,17 hours left,25,0
door,chevrolet,2001,clean vehicle,149543.0,red,wisconsin,21 hours left,1200,0
coupe,chevrolet,2010,clean vehicle,69622.0,yellow,florida,22 hours left,6470,0
door,ford,2017,clean vehicle,36295.0,red,michigan,19 hours left,26400,1
door,gmc,1993,salvage insurance,0.0,light blue,colorado,18 hours left,0,0
2500hd,gmc,2018,clean vehicle,14856.0,blue,pennsylvania,1 days left,32500,1
mpv,honda,2017,clean vehicle,44129.0,brown,minnesota,18 hours left,6900,0
mpv,jeep,2019,clean vehicle,10861.0,yellow,michigan,2 days left,11030,0
door,hyundai,2012,clean vehicle,142106.0,white,mississippi,2 days left,3460,0
door,mercedes-benz,2015,clean vehicle,82411.0,black,florida,2 days left,18000,0
door,hyundai,2015,clean vehicle,111612.0,gray,california,20 hours left,3250,0
doors,nissan,2017,clean vehicle,35251.0,gray,new jersey,17 hours left,3210,0
door,chevrolet,2017,clean vehicle,50408.0,black,pennsylvania,2 days left,13200,0
f-150,ford,2019,clean vehicle,15630.0,gray,michigan,19 hours left,27705,1
door,chevrolet,2017,clean vehicle,53273.0,black,pennsylvania,2 days left,7200,0
f-150,ford,2019,clean vehicle,14786.0,white,michigan,19 hours left,28714,1
door,chevrolet,2017,clean vehicle,85315.0,white,pennsylvania,2 days left,11200,0
f-150,ford,2019,clean vehicle,16146.0,gray,michigan,1 minutes,27502,1
door,chevrolet,2017,clean vehicle,76211.0,blue,pennsylvania,2 days left,11900,0
f-150,ford,2019,clean vehicle,15265.0,gray,michigan,19 hours left,29314,1
door,chevrolet,2017,clean vehicle,79965.0,silver,pennsylvania,2 days left,11200,0
f-150,ford,2019,clean vehicle,16059.0,gray,michigan,1 minutes,27002,1
door,chevrolet,2017,clean vehicle,62739.0,black,pennsylvania,2 days left,13200,0
f-150,ford,2019,clean vehicle,15569.0,white,michigan,19 hours left,28214,1
door,chevrolet,2017,clean vehicle,58932.0,black,pennsylvania,2 days left,12700,0
f-150,ford,2019,clean vehicle,17488.0,white,michigan,2 days left,29900,1
door,chevrolet,2017,clean vehicle,60733.0,black,pennsylvania,2 days left,12700,0
f-150,ford,2019,clean vehicle,18550.0,red,michigan,1 minutes,27202,1
impala,chevrolet,2018,clean vehicle,53194.0,white,new jersey,7 hours left,13500,0
f-150,ford,2019,clean vehicle,17644.0,silver,michigan,19 hours left,27705,1
van,chevrolet,2016,clean vehicle,34454.0,white,pennsylvania,2 days left,14700,0
f-150,ford,2019,clean vehicle,17684.0,white,michigan,2 days left,29900,1
door,chevrolet,2015,clean vehicle,83279.0,gray,pennsylvania,21 hours left,4500,0
f-150,ford,2019,clean vehicle,16600.0,silver,michigan,19 hours left,27705,1
door,chevrolet,2015,clean vehicle,107971.0,gray,pennsylvania,21 hours left,8000,0
f-150,ford,2019,clean vehicle,17801.0,silver,michigan,19 hours left,25511,1
colorado,chevrolet,2015,clean vehicle,94150.0,white,pennsylvania,2 days left,7700,0
f-150,ford,2019,clean vehicle,17159.0,silver,michigan,2 days left,29900,1
van,chevrolet,2015,clean vehicle,80711.0,white,pennsylvania,2 days left,7200,0
f-150,ford,2019,clean vehicle,17983.0,red,michigan,1 minutes,27502,1
door,chevrolet,2013,clean vehicle,119981.0,white,pennsylvania,21 hours left,4500,0
f-150,ford,2019,clean vehicle,17851.0,white,michigan,1 minutes,27402,1
sonic,chevrolet,2013,clean vehicle,66079.0,black,pennsylvania,21 hours left,1500,0
f-150,ford,2019,clean vehicle,18174.0,white,michigan,1 minutes,26602,1
sonic,chevrolet,2019,clean vehicle,7654.0,black,illinois,2 days left,10200,0
f-150,ford,2019,clean vehicle,18759.0,black,michigan,2 days left,29900,1
colorado,chevrolet,2019,clean vehicle,11564.0,white,illinois,2 days left,14000,0
f-150,ford,2019,clean vehicle,18901.0,silver,michigan,19 hours left,28500,1
door,chevrolet,2016,clean vehicle,86541.0,black,florida,6 days left,8000,0
f-150,ford,2019,clean vehicle,21157.0,silver,michigan,19 hours left,29809,1
